"num_zones","num_iterations","RM4534","RM4532","RM4530","RM4528","RM4527","RM4525","RM4523","RM4522","RM4521","RM4514D","RM4514C","RM4514","RM4514B","RM4514A","RM4520","RM4524","RM4526","RM4535","RM4533","RM4537","RM4536","RM4539","RM4541","RM4543","RM4513","RM4500"
4,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0
4,14,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0
4,15,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
4,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2
4,17,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4,18,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0
4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,0,0,0
4,20,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
4,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0
4,22,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
4,23,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4,24,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
4,25,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
4,26,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
4,27,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,0,0,0,0,0,0,0
4,28,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0
4,29,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0
4,30,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0
5,1,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,0,0
5,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0
5,3,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,2,2
5,5,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,2
5,6,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2
5,7,0,0,0,2,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,2,0,0,0,0,0,0
5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0,0,0,2
5,10,2,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0
5,11,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2
5,12,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
5,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,2
5,14,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,2,0,2,0,0,0,0,0
5,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,2,0,0,0,0,0,2
5,16,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,2,0
5,17,0,0,0,0,2,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0
5,18,0,2,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
5,19,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0
5,20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2
5,21,0,2,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
5,22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0
5,23,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
5,24,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0
5,25,0,0,0,0,0,2,0,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
5,26,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,2
5,27,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0
5,28,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,2,0,2,0
5,29,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0
5,30,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0
6,1,0,0,2,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
6,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,2,0,2,0,0,0,0
6,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2
6,4,0,2,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0
6,5,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0
6,6,0,2,0,0,0,0,0,2,2,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0
6,7,0,0,0,0,2,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
6,8,2,0,2,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6,9,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0
6,10,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,2,0,0
6,11,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,2
6,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,2
6,13,0,0,0,0,0,2,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0
6,14,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,2,0,0,0
6,15,0,2,0,0,0,0,0,2,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,0,0
6,16,0,0,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0
6,17,0,0,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,2,0,0,0
6,18,0,0,0,0,2,0,2,0,0,2,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
6,19,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0
6,20,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,0,2,0,0
6,21,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0
6,22,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,2,0,0,0,2,0
6,23,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,2,0,2,2,0,0
6,24,0,2,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6,25,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0
6,26,0,0,0,0,2,0,0,2,2,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0
6,27,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,2,0,2,0
6,28,0,0,0,2,0,2,0,0,2,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
6,29,2,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
6,30,0,0,0,0,0,0,2,0,2,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,2,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,2,2,0
7,2,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2
7,3,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,2,0,0,2,2,0,0,0,0
7,4,2,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,2
7,5,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,2,0,0,2,0,2
7,6,2,0,2,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0
7,7,0,2,0,0,0,0,2,2,0,0,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
7,8,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0
7,9,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,2,2,2,0,0
7,10,2,0,2,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0
7,11,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,2,2,0,2,0,0,2,0,0,0
7,12,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,2,0,2,0
7,13,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,2
7,14,0,2,2,0,0,2,0,2,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
7,15,2,0,0,2,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,2,0,0,0,0,2
7,16,0,0,0,2,0,2,2,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
7,17,0,0,0,2,0,0,2,0,0,0,0,2,0,2,0,0,2,0,2,0,0,0,0,2,0,0
7,18,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,2,0,0,2,2
7,19,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,0,2
7,20,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0
7,21,0,0,0,2,0,0,0,2,0,2,2,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0
7,22,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,2,0,0,2,2
7,23,0,0,2,0,0,2,2,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0
7,24,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,2,0
7,25,0,0,0,2,0,0,0,2,2,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,2,0
7,26,0,0,0,0,0,2,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,2
7,27,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,2,0,2,2,0
7,28,2,0,0,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2
7,29,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,2,2
7,30,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,0
8,1,0,0,2,0,2,0,0,0,0,0,2,2,0,0,0,2,2,2,0,0,0,0,2,0,0,0
8,2,2,2,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,2,0,0
8,3,0,0,0,2,0,2,2,0,2,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0
8,4,0,0,0,0,2,0,2,0,2,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,2
8,5,2,2,0,0,2,2,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
8,6,0,0,2,0,0,0,0,2,0,2,2,2,0,0,0,0,0,2,0,0,0,0,0,2,0,2
8,7,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0,2,0,2,2,2,0,0
8,8,0,0,2,2,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,2,0,2,0
8,9,0,0,2,0,0,2,0,0,2,2,2,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0
8,10,0,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,0,0,2
8,11,0,0,2,0,2,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2
8,12,0,0,2,0,0,2,0,0,2,0,0,2,2,2,0,0,0,0,0,2,0,0,2,0,0,0
8,13,2,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,2,0,0,0,2,0,0,0,2,0
8,14,0,2,0,0,2,0,0,2,2,0,0,0,2,0,0,2,0,0,0,2,0,2,0,0,0,0
8,15,2,2,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
8,16,2,0,2,2,0,0,0,2,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0
8,17,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,2,0,0,2,0,2,0,0,2,2
8,18,2,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,2
8,19,0,0,0,0,2,2,0,0,2,2,0,0,2,0,0,0,2,0,2,2,0,0,0,0,0,0
8,20,2,2,2,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
8,21,0,0,0,2,2,0,2,0,2,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0,0,0
8,22,0,2,2,0,0,2,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0
8,23,2,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,0,0,2,2,0,0,0,0,0
8,24,0,2,2,0,2,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,2
8,25,0,0,0,0,2,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,2,0,2,0,0,0
8,26,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,2,2,0,0,0,2,0,0,2,0
8,27,2,0,0,0,2,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0
8,28,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,2,0,2,0,0,2,0,2,0
8,29,2,0,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,2
8,30,0,2,0,0,2,0,0,2,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,2
9,1,2,0,2,0,2,0,2,0,2,0,0,2,0,0,0,0,2,2,0,2,0,0,0,0,0,0
9,2,0,0,0,2,0,2,0,2,2,0,0,0,2,2,0,2,0,0,0,0,0,0,2,0,2,0
9,3,0,0,0,0,2,0,0,0,2,2,0,2,2,2,0,0,0,0,0,2,2,2,0,0,0,0
9,4,0,0,0,0,0,2,2,0,2,2,0,0,0,0,2,2,0,0,0,0,2,0,2,2,0,0
9,5,2,0,0,0,0,2,0,2,0,0,0,0,2,2,0,2,0,0,0,2,0,0,0,2,2,0
9,6,2,2,0,0,0,0,0,2,0,0,2,2,0,0,0,0,2,0,2,0,2,0,0,2,0,0
9,7,0,2,0,2,0,0,0,0,2,0,0,0,2,2,0,2,0,2,0,2,0,0,0,0,2,0
9,8,2,2,0,2,2,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0,2,0,0
